ticker,falsification,label,stated_value,true_value,verdict,tool_binary,correct,final_confidence,human_review,reason,claim
AAPL,none,true,416161000000,416161000000,partially_supported,uncertain,False,0.886,False,All material numeric values in the claim were matched directly in the evidence.,Apple Inc. reported annual revenue of 416161000000 for the fiscal year ending 2025-09-27.
AAPL,number_big,false,624242000000,416161000000,contradicted,not_credible,True,0.83,True,Only some material numeric values in the claim were matched directly in the evidence.,Apple Inc. reported annual revenue of 624242000000 for the fiscal year ending 2025-09-27.
AAPL,number_small,false,432807000000,416161000000,contradicted,not_credible,True,0.83,True,Only some material numeric values in the claim were matched directly in the evidence.,Apple Inc. reported annual revenue of 432807000000 for the fiscal year ending 2025-09-27.
AAPL,wrong_company,false,45183036000,416161000000,contradicted,not_credible,True,0.886,False,All material numeric values in the claim were matched directly in the evidence.,Apple Inc. reported annual revenue of 45183036000 for the fiscal year ending 2025-09-27.
AAPL,wrong_time,false,416161000000,391035000000,contradicted,not_credible,True,0.886,False,All material numeric values in the claim were matched directly in the evidence.,Apple Inc. reported annual revenue of 416161000000 for the fiscal year ending 2024-09-28.
AAPL,none,true,112010000000,112010000000,partially_supported,uncertain,False,0.886,False,All material numeric values in the claim were matched directly in the evidence.,Apple Inc. reported annual net income of 112010000000 for the fiscal year ending 2025-09-27.
AAPL,number_big,false,168015000000,112010000000,contradicted,not_credible,True,0.83,True,Only some material numeric values in the claim were matched directly in the evidence.,Apple Inc. reported annual net income of 168015000000 for the fiscal year ending 2025-09-27.
AAPL,number_small,false,116490000000,112010000000,contradicted,not_credible,True,0.83,True,Only some material numeric values in the claim were matched directly in the evidence.,Apple Inc. reported annual net income of 116490000000 for the fiscal year ending 2025-09-27.
AAPL,wrong_company,false,3794000000,112010000000,partially_supported,uncertain,False,0.83,True,Only some material numeric values in the claim were matched directly in the evidence.,Apple Inc. reported annual net income of 3794000000 for the fiscal year ending 2025-09-27.
AAPL,wrong_time,false,112010000000,93736000000,contradicted,not_credible,True,0.886,False,All material numeric values in the claim were matched directly in the evidence.,Apple Inc. reported annual net income of 112010000000 for the fiscal year ending 2024-09-28.
